,eq_ret_3m,eq_vol_3m,eq_dd_12m,eq_mom_12m,ff_chg_3m,real_ff,cpi_yoy,cpi_yoy_chg_3m,y2_minus_ff,y2_chg_3m,fwd_6m_%,fwd_12m_%,pattern,distance,n_features
2019-01-31,-0.282,18.73,-7.734,-4.239,0.21,0.912,1.488,-1.004,0.05,-0.42,10.217,19.283,HIKE | infl-dn | eq-flat | high-vol,0.91,10
2019-02-28,0.881,17.063,-4.991,2.604,0.2,0.881,1.519,-0.628,0.12,-0.28,5.099,6.096,HOLD | infl-dn | eq-flat | high-vol,0.709,10
2019-03-31,13.066,11.258,-3.288,7.301,0.14,0.527,1.883,-0.119,-0.14,-0.21,5.022,-8.814,HOLD | infl-dn | eq-up | mid-vol,0.341,10
2019-04-30,8.939,7.839,0.0,11.245,0.02,0.419,2.001,0.513,-0.15,-0.18,3.114,-1.134,HOLD | infl-up | eq-up | low-vol,0.507,10
2019-05-31,-1.165,9.558,-6.578,1.73,-0.01,0.594,1.796,0.277,-0.44,-0.57,14.132,10.619,HOLD | infl-up | eq-flat | mid-vol,0.834,10
2019-06-30,3.788,9.546,-0.42,8.218,-0.03,0.709,1.671,-0.212,-0.63,-0.52,9.825,5.389,HOLD | infl-dn | eq-up | mid-vol,0.637,10
2019-07-31,1.173,9.798,-1.503,5.826,-0.02,0.574,1.826,-0.174,-0.51,-0.38,8.225,9.755,HOLD | infl-dn | eq-flat | mid-vol,0.692,10
2019-08-31,6.337,12.873,-3.285,0.86,-0.26,0.392,1.738,-0.058,-0.63,-0.45,0.949,19.609,CUT | infl-flat | eq-up | high-vol,0.575,10
2019-09-30,1.189,12.348,-1.623,2.154,-0.34,0.356,1.684,0.013,-0.41,-0.12,-13.174,12.976,CUT | infl-flat | eq-flat | mid-vol,0.674,10
2019-10-31,1.919,13.313,-0.302,12.015,-0.57,0.096,1.734,-0.092,-0.31,-0.37,-4.119,7.651,CUT | infl-flat | eq-flat | high-vol,0.603,10
2019-11-30,7.33,8.138,-0.401,13.797,-0.58,-0.542,2.092,0.355,0.06,0.11,-3.078,15.303,CUT | infl-up | eq-up | low-vol,0.538,10
2019-12-31,8.534,7.611,-0.285,28.878,-0.49,-0.77,2.32,0.635,0.03,-0.05,-4.039,16.259,CUT | infl-up | eq-up | low-vol,0.592,10
2020-01-31,6.188,7.11,-3.126,19.283,-0.28,-1.05,2.6,0.866,-0.22,-0.19,1.414,15.152,CUT | infl-up | eq-up | low-vol,0.656,10
2020-02-29,-5.946,13.346,-12.756,6.096,0.03,-0.761,2.341,0.249,-0.72,-0.75,18.485,29.007,HOLD | infl-up | eq-dn | high-vol,1.057,10
2020-03-31,-20.001,46.937,-23.672,-8.814,-0.9,-0.844,1.494,-0.825,-0.42,-1.35,30.117,53.715,CUT | infl-dn | eq-dn | high-vol,2.477,10
2020-04-30,-9.707,50.89,-13.99,-1.134,-1.5,-0.263,0.313,-2.287,0.15,-1.13,12.276,43.563,CUT | infl-dn | eq-dn | high-vol,2.404,10
2020-05-31,3.05,50.608,-10.095,10.619,-1.53,-0.148,0.198,-2.143,0.11,-0.7,18.964,38.097,CUT | infl-dn | eq-up | high-vol,2.119,10
2020-06-30,19.953,26.548,-8.442,5.389,-0.57,-0.637,0.717,-0.777,0.08,-0.07,21.152,38.616,CUT | infl-dn | eq-up | high-vol,0.866,10
2020-07-31,12.316,18.217,-3.397,9.755,0.04,-0.907,0.997,0.684,0.02,-0.09,13.546,34.366,HOLD | infl-up | eq-up | high-vol,0.471,10
2020-08-31,14.979,16.162,-0.219,19.609,0.05,-1.181,1.281,1.083,0.04,-0.02,8.88,29.208,HOLD | infl-up | eq-up | high-vol,0.539,10
2020-09-30,8.474,14.162,-6.083,12.976,0.01,-1.301,1.391,0.674,0.04,-0.03,18.135,28.086,HOLD | infl-up | eq-up | high-vol,0.49,10
2020-10-31,-0.035,16.147,-8.682,7.651,0.0,-1.14,1.23,0.234,0.05,0.03,27.866,40.839,HOLD | infl-up | eq-flat | high-vol,0.734,10
2020-11-30,3.466,17.584,-0.46,15.303,-0.01,-1.086,1.176,-0.105,0.07,0.02,16.083,26.103,HOLD | infl-dn | eq-up | high-vol,0.55,10
2020-12-31,11.688,13.67,0.0,16.259,0.0,-1.23,1.32,-0.071,0.04,0.0,14.415,26.893,HOLD | infl-flat | eq-up | high-vol,0.351,10
2021-01-31,13.587,11.905,-3.66,15.152,0.0,-1.284,1.374,0.143,0.02,-0.03,18.335,21.574,HOLD | infl-up | eq-up | mid-vol,0.363,10
2021-02-28,5.233,10.912,-3.143,29.007,-0.01,-1.59,1.67,0.494,0.06,-0.02,18.67,14.767,HOLD | infl-up | eq-up | mid-vol,0.586,10
2021-03-31,5.773,13.011,-0.042,53.715,-0.02,-2.598,2.668,1.347,0.09,0.03,8.423,14.033,HOLD | infl-up | eq-up | high-vol,1.026,10
2021-04-30,12.571,11.681,-0.719,43.563,-0.02,-4.063,4.133,2.759,0.09,0.05,10.146,-1.178,HOLD | infl-up | eq-up | mid-vol,1.342,10
2021-05-31,10.311,11.097,-0.673,38.097,-0.02,-4.858,4.918,3.248,0.08,0.0,8.632,-1.712,HOLD | infl-up | eq-up | mid-vol,1.529,10
2021-06-30,8.171,9.306,0.0,38.616,0.01,-5.216,5.296,2.628,0.17,0.09,10.906,-11.917,HOLD | infl-up | eq-up | mid-vol,1.406,10
2021-07-31,5.12,9.464,-0.611,34.366,0.03,-5.145,5.245,1.112,0.09,0.03,2.737,-6.029,HOLD | infl-up | eq-up | mid-vol,1.06,10
2021-08-31,7.578,7.976,-0.135,29.208,0.03,-5.062,5.152,0.234,0.11,0.06,-3.289,-12.552,HOLD | infl-up | eq-up | low-vol,0.929,10
2021-09-30,0.234,9.305,-5.056,28.086,0.0,-5.271,5.351,0.056,0.2,0.03,5.174,-16.759,HOLD | infl-flat | eq-flat | mid-vol,1.052,10
2021-10-31,4.781,9.348,0.0,40.839,-0.02,-6.155,6.235,0.99,0.4,0.29,-10.28,-15.925,HOLD | infl-up | eq-up | mid-vol,1.227,10
2021-11-30,0.98,10.409,-2.924,26.103,-0.01,-6.822,6.902,1.75,0.44,0.32,-9.522,-10.661,HOLD | infl-up | eq-flat | mid-vol,1.407,10
2021-12-31,10.647,11.558,-0.561,26.893,0.0,-7.094,7.174,1.823,0.65,0.45,-20.578,-19.443,HOLD | infl-up | eq-up | mid-vol,1.37,10
2022-01-31,-1.951,13.613,-5.859,21.574,0.0,-7.479,7.559,1.324,1.1,0.7,-8.532,-9.721,HOLD | infl-up | eq-flat | high-vol,1.512,10
2022-02-28,-4.227,16.135,-8.811,14.767,0.0,-7.857,7.937,1.035,1.36,0.92,-9.578,-9.232,HOLD | infl-up | eq-dn | high-vol,1.624,10
2022-03-31,-4.947,17.697,-5.549,14.033,0.12,-8.372,8.572,1.398,2.08,1.55,-20.854,-9.295,HOLD | infl-up | eq-dn | high-vol,1.873,10
2022-04-30,-8.496,19.559,-13.856,-1.178,0.25,-7.902,8.232,0.673,2.37,1.52,-6.291,0.909,HIKE | infl-up | eq-dn | high-vol,1.966,10
2022-05-31,-5.528,21.934,-13.852,-1.712,0.69,-7.768,8.538,0.601,1.76,1.09,-1.259,1.154,HIKE | infl-up | eq-dn | high-vol,1.823,10
2022-06-30,-16.445,23.411,-21.081,-11.917,1.01,-7.769,8.979,0.407,1.71,0.64,1.43,17.568,HIKE | infl-up | eq-dn | high-vol,2.212,10
2022-07-31,-0.04,22.544,-13.891,-6.029,1.35,-6.783,8.463,0.231,1.21,0.19,-1.3,11.105,HIKE | infl-up | eq-flat | high-vol,1.606,10
2022-08-31,-4.287,19.568,-17.545,-12.552,1.56,-5.893,8.223,-0.316,1.12,0.92,0.383,13.974,HIKE | infl-dn | eq-dn | high-vol,1.722,10
2022-09-30,-5.277,17.804,-25.246,-16.759,1.35,-5.632,8.192,-0.787,1.66,1.3,14.605,19.59,HIKE | infl-dn | eq-dn | high-vol,1.959,10
2022-10-31,-6.254,20.32,-19.276,-15.925,1.4,-4.679,7.759,-0.704,1.43,1.62,7.683,8.312,HIKE | infl-dn | eq-dn | high-vol,1.833,10
2022-11-30,3.163,22.302,-14.937,-10.661,1.45,-3.343,7.123,-1.1,0.6,0.93,2.444,11.953,HIKE | infl-dn | eq-up | high-vol,1.402,10
2022-12-31,7.081,20.822,-19.953,-19.443,1.54,-2.305,6.405,-1.788,0.31,0.19,15.91,24.23,HIKE | infl-dn | eq-up | high-vol,1.504,10
2023-01-31,5.285,17.766,-11.983,-9.721,1.25,-1.997,6.327,-1.432,-0.12,-0.3,12.568,18.865,HIKE | infl-dn | eq-up | high-vol,1.163,10
2023-02-28,-2.695,14.669,-14.281,-9.232,0.79,-1.388,5.958,-1.165,0.24,0.43,13.539,28.365,HIKE | infl-dn | eq-dn | high-vol,1.226,10
2023-03-31,7.027,13.86,-10.329,-9.295,0.55,-0.268,4.918,-1.487,-0.59,-0.35,4.35,27.865,HIKE | infl-dn | eq-up | high-vol,0.987,10
2023-04-30,2.278,12.997,-3.152,0.909,0.5,-0.12,4.95,-1.377,-0.79,-0.17,0.583,20.775,HIKE | infl-dn | eq-up | high-vol,0.902,10
2023-05-31,5.281,12.098,-2.912,1.154,0.49,0.928,4.132,-1.826,-0.66,-0.41,9.282,26.261,HIKE | infl-dn | eq-up | mid-vol,0.937,10
2023-06-30,8.3,9.813,0.0,17.568,0.43,2.009,3.071,-1.847,-0.21,0.81,7.178,22.697,HIKE | infl-dn | eq-up | mid-vol,0.881,10
2023-07-31,10.061,9.035,0.0,11.105,0.29,1.832,3.288,-1.662,-0.24,0.84,5.594,20.339,HIKE | infl-dn | eq-up | mid-vol,0.834,10
2023-08-31,7.843,8.919,-1.772,13.974,0.27,1.607,3.723,-0.409,-0.48,0.45,13.058,25.307,HIKE | infl-dn | eq-up | mid-vol,0.517,10
2023-09-30,-3.648,8.984,-6.557,19.59,0.25,1.643,3.687,0.617,-0.3,0.16,22.535,34.385,HIKE | infl-up | eq-dn | mid-vol,0.86,10
2023-10-31,-8.611,10.517,-8.611,8.312,0.21,2.079,3.251,-0.036,-0.26,0.19,20.075,36.045,HIKE | infl-flat | eq-dn | mid-vol,1.041,10
2023-11-30,1.334,10.636,-0.461,11.953,0.0,2.197,3.133,-0.589,-0.6,-0.12,15.537,32.063,HOLD | infl-dn | eq-flat | mid-vol,0.683,10
2023-12-31,11.235,10.161,-0.283,24.23,0.0,2.014,3.316,-0.371,-1.1,-0.8,14.48,23.309,HOLD | infl-dn | eq-up | mid-vol,0.604,10
2024-01-31,15.543,8.863,-1.67,18.865,0.0,2.242,3.088,-0.163,-1.06,-0.8,13.964,24.659,HOLD | infl-dn | eq-up | mid-vol,0.604,10
2024-02-29,11.569,9.005,0.0,28.365,0.0,2.173,3.157,0.024,-0.69,-0.09,10.834,16.84,HOLD | infl-flat | eq-up | mid-vol,0.479,10
2024-03-31,10.158,9.027,0.0,27.865,0.0,1.843,3.487,0.171,-0.74,0.36,9.671,6.804,HOLD | infl-up | eq-up | mid-vol,0.51,10
2024-04-30,3.922,10.379,-4.162,20.775,0.0,1.969,3.361,0.272,-0.29,0.77,13.3,10.592,HOLD | infl-up | eq-up | mid-vol,0.593,10
2024-05-31,3.556,9.309,-0.825,26.261,0.0,2.086,3.244,0.087,-0.44,0.25,14.304,12.017,HOLD | infl-flat | eq-up | mid-vol,0.585,10
2024-06-30,3.923,9.093,-0.484,22.697,0.0,2.36,2.97,-0.517,-0.62,0.12,7.713,13.634,HOLD | infl-dn | eq-up | mid-vol,0.622,10
2024-07-31,9.663,9.884,-2.557,20.339,0.0,2.389,2.941,-0.419,-1.04,-0.75,9.384,14.796,HOLD | infl-dn | eq-up | mid-vol,0.599,10
2024-08-31,7.028,14.325,-0.332,25.307,0.0,2.723,2.607,-0.637,-1.42,-0.98,5.419,14.373,HOLD | infl-dn | eq-up | high-vol,0.763,10
2024-09-30,5.531,16.058,0.0,34.385,-0.2,2.704,2.426,-0.544,-1.47,-1.05,-2.614,16.069,CUT | infl-dn | eq-up | high-vol,0.852,10
2024-10-31,3.317,14.815,-2.715,36.045,-0.5,2.251,2.579,-0.363,-0.67,-0.13,-2.391,19.889,CUT | infl-dn | eq-up | high-vol,0.653,10
2024-11-30,6.798,12.295,0.0,32.063,-0.69,1.921,2.719,0.112,-0.51,0.22,-2.001,13.539,CUT | infl-up | eq-up | mid-vol,0.529,10
2024-12-31,2.068,12.537,-3.426,23.309,-0.65,1.609,2.871,0.444,-0.23,0.59,5.497,16.388,CUT | infl-up | eq-up | mid-vol,0.626,10
2025-01-31,5.873,13.654,-1.278,24.659,-0.5,1.339,2.991,0.412,-0.11,0.06,4.948,14.875,CUT | infl-up | eq-up | high-vol,0.421,10
2025-02-28,-1.291,13.751,-3.087,16.84,-0.31,1.528,2.802,0.082,-0.34,-0.14,8.494,15.524,CUT | infl-flat | eq-flat | high-vol,0.658,10
2025-03-31,-4.587,16.264,-8.664,6.804,-0.15,1.948,2.382,-0.489,-0.44,-0.36,19.185,16.335,HOLD | infl-dn | eq-dn | high-vol,0.901,10
2025-04-30,-7.805,31.303,-9.36,10.592,0.0,2.005,2.325,-0.666,-0.73,-0.62,22.825,29.448,HOLD | infl-dn | eq-dn | high-vol,1.334,10
2025-05-31,-0.719,32.033,-3.783,12.017,0.0,1.953,2.377,-0.424,-0.44,-0.1,15.857,28.222,HOLD | infl-dn | eq-flat | high-vol,1.079,10
2025-06-30,10.569,30.403,0.0,13.634,0.0,1.65,2.68,0.298,-0.61,-0.17,10.323,19.044,HOLD | infl-up | eq-up | high-vol,0.831,10
2025-07-31,13.832,11.707,-0.788,14.796,0.0,1.587,2.743,0.417,-0.39,0.34,9.459,,HOLD | infl-up | eq-up | mid-vol,0.339,10
2025-08-31,9.279,9.559,-0.64,14.373,0.0,1.391,2.939,0.561,-0.74,-0.3,6.48,,HOLD | infl-up | eq-up | mid-vol,0.498,10
2025-09-30,7.792,8.738,-0.079,16.069,-0.11,1.197,3.023,0.342,-0.62,-0.12,-2.391,,HOLD | infl-up | eq-up | mid-vol,0.486,10
2025-10-31,7.9,10.689,-0.736,19.889,-0.24,1.067,3.023,0.28,-0.49,-0.34,5.392,,CUT | infl-up | eq-up | mid-vol,0.414,10
2025-11-30,6.019,12.341,-0.607,13.539,-0.45,0.892,2.988,0.05,-0.41,-0.12,10.673,,CUT | infl-flat | eq-up | mid-vol,0.421,10
2025-12-31,2.348,12.711,-1.249,16.388,-0.5,0.718,3.002,-0.02,-0.25,-0.13,7.905,,CUT | infl-flat | eq-up | high-vol,0.524,10
2026-01-31,1.445,11.546,-0.567,14.875,-0.45,0.811,2.829,-0.194,-0.12,-0.08,,,CUT | infl-dn | eq-flat | mid-vol,0.575,10
2026-02-28,0.435,10.822,-1.429,15.524,-0.24,0.811,2.829,-0.16,-0.26,-0.09,,,CUT | infl-dn | eq-flat | mid-vol,0.612,10
2026-03-31,-4.63,14.376,-6.449,16.335,-0.08,0.811,2.829,-0.174,0.04,0.21,,,HOLD | infl-dn | eq-dn | high-vol,0.793,10
2026-04-30,3.891,15.255,0.0,29.448,0.0,0.811,2.829,0.0,0.04,0.16,,,HOLD | infl-flat | eq-up | high-vol,0.471,10
2026-05-31,10.193,14.475,0.0,28.222,0.0,0.811,2.829,0.0,0.04,0.3,,,HOLD | infl-flat | eq-up | high-vol,0.28,10
2026-06-30,13.144,15.022,-2.932,19.044,0.0,0.811,2.829,0.0,0.04,0.0,,,HOLD | infl-flat | eq-up | high-vol,0.0,10
